2020_11_29_21_17_52, Validation : K = 8, z_dim = 38, beta_label = 10.0, beta_gen = 10.0, sampler = one_hot, Purity = 0.7294, NMI = 0.6525529612723725, ARI = 0.5462739074367821
2020_12_21_20_36_21, Validation : K = 8, z_dim = 38, beta_label = 10.0, beta_gen = 10.0, sampler = one_hot, Purity = 0.753, NMI = 0.6776052977912467, ARI = 0.5849063843458157
2020_12_23_12_09_21, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.001 , beta_3 = 0.01, sampler = normal, Purity = 0.1964, NMI = 0.027977285806008584, ARI = 0.014110577649913001
2020_12_24_11_48_34, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.0001 , beta_3 = 0.01, sampler = normal, Purity = 0.2344, NMI = 0.057374292609790115, ARI = 0.03042755051910617
2020_12_24_15_24_26, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0 , beta_3 = 0.01, sampler = normal, Purity = 0.2506, NMI = 0.05671122301537248, ARI = 0.03194971189030478
2020_12_24_17_38_22, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.5948, NMI = 0.4884139501501035, ARI = 0.3909734462540395
2020_12_25_10_32_40, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.64, NMI = 0.5317497370789354, ARI = 0.435782012265321
2020_12_25_13_04_39, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.01 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.239, NMI = 0.0868491282337174, ARI = 0.0317116374148429
2020_12_25_15_10_06, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.6924, NMI = 0.6018004721640684, ARI = 0.5108821748976674
2020_12_25_17_01_30, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 5e-05 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.73, NMI = 0.6049132475895436, ARI = 0.5228288470537572
2020_12_25_19_10_34, Validation : K = 8, z_dim = 38, beta_1 = 10.0, beta_2 = 5e-05 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.711, NMI = 0.5718723054870415, ARI = 0.5033471084088657
2020_12_29_10_47_36, Validation : K = 14, z_dim = 44, beta_1 = 10.0, beta_2 = 0.0002 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.852, NMI = 0.6215470447148108, ARI = 0.3311116844986249
2020_12_29_11_00_58, Validation : K = 14, z_dim = 44, beta_1 = 10.0, beta_2 = 0.0002 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.804, NMI = 0.5541187277893915, ARI = 0.272674874927023
2020_12_29_17_40_11, Validation : K = 14, z_dim = 44, beta_1 = 12.0, beta_2 = 0.0001 , beta_3 = 0.02, sampler = mix_gauss, Purity = 0.892, NMI = 0.6302398866540807, ARI = 0.3745805783533978
2020_12_29_22_45_05, Validation : K = 14, z_dim = 44, beta_1 = 10.0, beta_2 = 0.0001 , beta_3 = 0.02, sampler = mix_gauss, Purity = 0.792, NMI = 0.4963730268465046, ARI = 0.2474120052314904
2020_12_30_10_03_05, Validation : K = 14, z_dim = 44, beta_1 = 15.0, beta_2 = 1e-05 , beta_3 = 0.02, sampler = mix_gauss, Purity = 0.76, NMI = 0.4848347665442301, ARI = 0.2760828402134694
2020_12_30_11_53_08, Validation : K = 14, z_dim = 44, beta_1 = 15.0, beta_2 = 0.0001 , beta_3 = 0.02, sampler = mix_gauss, Purity = 0.872, NMI = 0.6193521867065716, ARI = 0.37916525297556297
2020_12_30_17_40_54, Validation : K = 14, z_dim = 44, beta_1 = 15.0, beta_2 = 0 , beta_3 = 0, sampler = mix_gauss, Purity = 0.76, NMI = 0.501819355067728, ARI = 0.24728670815665343
2020_12_30_19_37_56, Validation : K = 14, z_dim = 44, beta_1 = 10, beta_2 = 10 , beta_3 = 10, sampler = mix_gauss, Purity = 0.472, NMI = 0.1808644650900514, ARI = 0.03465957095508147
2020_12_30_20_31_25, Validation : K = 14, z_dim = 44, beta_1 = 10, beta_2 = 0.001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.888, NMI = 0.6466214978746241, ARI = 0.3523417696118462
2020_12_30_22_13_46, Validation : K = 14, z_dim = 44, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.76, NMI = 0.46650593351700964, ARI = 0.22591829997017818
2020_12_31_14_37_41, Validation : K = 14, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.8, NMI = 0.5227652801412815, ARI = 0.2666791608274566
2021_01_10_16_10_06, Validation : K = 8, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.872, NMI = 0.659856598740804, ARI = 0.4673953686381005
2021_01_10_16_20_10, Validation : K = 8, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.86, NMI = 0.6619423792611755, ARI = 0.448026139108663
2021_01_10_19_31_56, Validation : K = 8, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.856, NMI = 0.6191364916452856, ARI = 0.4279515023845205
2021_01_11_09_59_19, Validation : K = 8, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.88, NMI = 0.6916897140640315, ARI = 0.47605306019412813
2021_01_11_11_35_42, Validation : K = 7, z_dim = 44, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.376, NMI = 0.10718834145976724, ARI = 0.010998730110257942
2021_01_11_14_30_00, Validation : K = 8, z_dim = 38, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.396, NMI = 0.099562602914205, ARI = 0.011310282555053118
2021_01_11_17_33_23, Validation : K = 8, z_dim = 48, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.604, NMI = 0.3176678267045111, ARI = 0.1987360231144337
2021_01_11_21_02_20, Validation : K = 8, z_dim = 68, beta_1 = 120, beta_2 = 10 , beta_3 = 1, sampler = mix_gauss, Purity = 0.36, NMI = 0.09580109544766867, ARI = 0.03562206028431805
2021_01_12_20_33_32, Validation : K = 8, z_dim = 44, beta_1 = 10, beta_2 = 0.001 , beta_3 = 0.01, sampler = mix_gauss, Purity = 0.82, NMI = 0.6701870470928304, ARI = 0.6412357838884581
2021_01_12_21_31_21, Validation : K = 8, z_dim = 44, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.884, NMI = 0.7781982465872855, ARI = 0.7380628472454464
2021_01_13_10_13_03, Validation : K = 8, z_dim = 48, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.904, NMI = 0.7680272134894369, ARI = 0.6019051517811292
2021_01_13_15_48_06, Validation : K = 8, z_dim = 48, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.888, NMI = 0.7979780277409453, ARI = 0.7904705494431152
2021_01_13_21_27_44, Validation : K = 8, z_dim = 48, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.88, NMI = 0.7395785310949715, ARI = 0.5586465213599758
2021_01_14_10_28_33, Validation : K = 8, z_dim = 68, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.9, NMI = 0.7605630086464052, ARI = 0.592232303638915
2021_01_14_16_31_19, Validation : K = 8, z_dim = 48, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.896, NMI = 0.7376679046213572, ARI = 0.5756830869348516
pre-trained, Test : K = 8, z_dim = 48, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8709677419354839, NMI = 0.694239263173403, ARI = 0.5500631196417239
2021_01_15_13_25_23, Validation : K = 8, z_dim = 48, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.864, NMI = 0.6787497360790407, ARI = 0.4910765550492511
2021_01_15_21_32_21, Validation : K = 9, z_dim = 39, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8733333333333333, NMI = 0.6541779405002051, ARI = 0.4366878421309726
2021_01_16_12_59_33, Validation : K = 8, z_dim = 48, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8266666666666667, NMI = 0.6398814867631414, ARI = 0.42854806450392874
2021_01_16_21_55_36, Validation : K = 7, z_dim = 37, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8333333333333334, NMI = 0.6245634509072993, ARI = 0.46646125589270854
2021_01_18_10_34_29, Validation : K = 7, z_dim = 42, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8133333333333334, NMI = 0.6281384201067842, ARI = 0.40406513490681334
2021_01_18_17_27_38, Validation : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.9, NMI = 0.7719297818551809, ARI = 0.7452968925802106
2021_01_19_14_02_01, Validation : K = 9, z_dim = 69, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.896, NMI = 0.7822286083350836, ARI = 0.791936959291556
2021_01_20_10_46_56, Validation : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.916, NMI = 0.8418111365175307, ARI = 0.8579772430792676
pre-trained, Test : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8940092165898618, NMI = 0.8283593878237764, ARI = 0.8641099555053029
pre-trained, Test : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8940092165898618, NMI = 0.8283593878237764, ARI = 0.8641099555053029
2021_01_21_11_34_28, Validation : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.892, NMI = 0.797181610745592, ARI = 0.8475821658045923
pre-trained, Test : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8771121351766513, NMI = 0.7527059479263444, ARI = 0.7927040895738513
pre-trained, Test : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.8940092165898618, NMI = 0.8283593878237764, ARI = 0.8641099555053029
2021_01_22_13_33_20, Validation : K = 9, z_dim = 49, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.564, NMI = 0.3175553380593195, ARI = 0.1556938492643337
2021_01_23_13_16_11, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.864, NMI = 0.6866196997373506, ARI = 0.5089226555074711
2021_01_24_11_38_57, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 0.728, NMI = 0.4601804084944167, ARI = 0.3347467711462725
2021_01_25_14_33_46, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mul_cat, Purity = 0.62, NMI = 0.39052936099982744, ARI = 0.21805183936301106
2021_01_25_19_13_26, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = one_hot, Purity = 0.66, NMI = 0.42139661506317005, ARI = 0.251951143404014
2021_01_26_13_20_30, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mul_cat, Purity = 0.692, NMI = 0.41703155037020273, ARI = 0.22513065834119125
2021_01_28_14_33_21, Validation : K = 7, z_dim = 37, beta_1 = 12, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.7833333333333333, NMI = 0.5707376521731308, ARI = 0.42267571646768554
2021_02_26_21_55_16, Validation : K = 7, z_dim = 37, beta_1 = 11, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.625, NMI = 0.3303319644021747, ARI = 0.1848640705363703
2021_02_27_15_02_16, Validation : K = 7, z_dim = 37, beta_1 = 13, beta_2 = 0.0001 , beta_3 = 0.001, sampler = mix_gauss, Purity = 0.6, NMI = 0.33453834086894857, ARI = 0.1527707506059311
2021_03_02_10_28_35, Validation : K = 7, z_dim = 37, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 0.5166666666666667, NMI = 0.25548155878135453, ARI = 0.0888376061859842
2021_03_03_15_36_51, Validation : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 0.8571428571428571, ARI = 0.0
pre-trained, Test : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 1.0, ARI = 1.0
2021_03_07_16_37_00, Validation : K = 3, z_dim = 33, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 0.7336804366512112, ARI = 0.0
pre-trained, Test : K = 3, z_dim = 33, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 0.8888888888888888, NMI = 0.8470980407995262, ARI = 0.6470588235294118
pre-trained, Test : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 1.0, ARI = 1.0
2021_03_15_13_09_09, Validation : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 0.8571428571428571, ARI = 0.0
pre-trained, Test : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 0.9375, NMI = 0.8828395976162358, ARI = 0.8262757871878393
pre-trained, Test : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 1.0, NMI = 1.0, ARI = 1.0
pre-trained, Test : K = 4, z_dim = 34, beta_1 = 10, beta_2 = 0.0001 , beta_3 = 0.001, sampler = uniform, Purity = 0.9285714285714286, NMI = 0.8737945058471112, ARI = 0.7871700634814567
